Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",24.0,24.0,OBC-NCL,true
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",4714.0,3787.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",843.0,843.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",188.0,188.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",47.0,14.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",115.0,24.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",14.0,11.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",1719.0,1105.0,SC,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",4434.0,3432.0,OPEN,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",1206.0,908.0,SC,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2887.0,2222.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",1349.0,714.0,OBC-NCL,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",542.0,542.0,ST,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",1122.0,689.0,SC,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",988.0,973.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",404.0,223.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",928.0,477.0,OBC-NCL,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",1341.0,1100.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",876.0,739.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",43.0,23.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",47.0,44.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",102.0,102.0,OPEN,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",2371.0,2013.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",403.0,299.0,ST,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",3200.0,2912.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1073.0,831.0,ST,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",3091.0,2652.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",151.0,151.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Applied Geology (5 Years, Integrated Master of Science)",8658.0,6645.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Architecture (5 Years, Bachelor of Architecture)",10310.0,5783.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",12.0,12.0,OPEN,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",416.0,357.0,ST,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1483.0,1483.0,SC,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",606.0,299.0,SC,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",5716.0,3710.0,OPEN,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",602.0,602.0,ST,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",2986.0,1779.0,OBC-NCL,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",157.0,157.0,OPEN,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",45.0,45.0,OBC-NCL,true
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",1479.0,422.0,OPEN,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",468.0,390.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",40.0,40.0,OBC-NCL,true
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",45.0,45.0,OBC-NCL,true
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4432.0,2529.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemistry (4 Years, Bachelor of Science)",697.0,661.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",87.0,60.0,ST,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",2221.0,1800.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",796.0,283.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",514.0,228.0,OPEN,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6554.0,5680.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",130.0,89.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",43.0,43.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",1098.0,408.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",777.0,26.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",706.0,607.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",3.0,3.0,SC,true
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",1041.0,6.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",284.0,189.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemistry (4 Years, Bachelor of Science)",49.0,49.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3403.0,3113.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",959.0,766.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",108.0,57.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",1783.0,1560.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",536.0,438.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",15.0,1.0,ST,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",178.0,20.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",384.0,384.0,ST,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",24.0,24.0,OPEN,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",2392.0,2126.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",427.0,365.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",484.0,428.0,OBC-NCL,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",1686.0,1329.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",91.0,91.0,OPEN,false
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1201.0,821.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",5431.0,2826.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1718.0,1618.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3718.0,2609.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3606.0,3009.0,OPEN,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",676.0,448.0,OBC-NCL,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2207.0,1715.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",16.0,16.0,OBC-NCL,true
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",35.0,35.0,OBC-NCL,true
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",123.0,123.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2996.0,1729.0,OPEN,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",15.0,15.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1556.0,1288.0,OPEN,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",418.0,339.0,SC,false
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",618.0,202.0,ST,false
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",1776.0,1337.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",745.0,581.0,OBC-NCL,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1125.0,119.0,ST,false
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1119.0,884.0,ST,false
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",7066.0,5456.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",1007.0,356.0,OBC-NCL,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",583.0,249.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",763.0,360.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",1843.0,1092.0,OPEN,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",164.0,33.0,SC,false
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1647.0,1015.0,OBC-NCL,false
